area,bedrooms,bathrooms,stories,parking,mainroad,guestroom,price
3059,2,1,1,3,0,0,549277.7794877803
899,1,3,1,1,1,0,213674.05877002003
3201,3,1,2,3,0,0,574439.6550721714
1471,1,2,2,1,0,1,291897.36583233357
2406,3,1,2,3,0,0,435124.55216940347
3018,3,1,2,0,1,1,527195.1064673127
1666,1,3,1,2,0,1,310949.74722180277
1615,4,3,3,0,0,1,340934.3524711966
1333,3,2,1,3,1,1,263787.93252374214
2323,4,1,1,3,0,1,450086.52302080527
3274,2,1,1,3,1,0,519835.33427993907
2482,3,1,2,1,1,1,429127.788189416
1353,4,2,2,2,1,1,348190.6826192122
550,4,2,2,2,1,1,190223.45766129653
1074,2,2,3,3,0,1,252654.20890060396
1648,4,2,1,3,0,1,351946.77095535456
2697,4,2,3,1,0,0,466743.25013757206
2861,2,3,2,0,0,0,473274.13267059956
3117,3,1,3,0,0,1,529652.1130690231
2852,4,1,1,2,1,0,489732.7808490462
2215,4,1,1,1,0,0,395750.88069981197
1181,4,1,2,3,0,1,274860.98590604274
1337,1,1,2,2,0,0,276333.2609574119
1577,2,1,3,1,1,1,328771.7667957918
2991,1,1,2,0,1,0,476764.46576622094
3160,2,1,2,1,0,0,519500.71844104416
2811,3,3,1,0,1,0,492711.0965750077
2095,3,1,2,1,0,1,361918.782419753
504,4,3,2,2,0,0,152716.49774644335
1626,2,2,1,0,1,0,339186.2477544908
1719,3,1,1,2,1,1,333062.844864653
1273,2,2,3,2,0,1,269465.39586790506
1376,3,2,2,0,0,0,286085.151331886
1491,1,2,1,0,1,1,291324.92207483144
3431,3,3,3,3,0,0,642026.5130741284
546,1,2,3,3,1,0,150026.76773266468
3414,3,2,2,3,0,1,610154.4443374564
3370,4,2,2,2,1,1,592276.5204729835
3483,1,1,3,2,0,1,579646.8411252254
3203,3,1,1,3,0,0,546584.851343241
768,4,3,3,2,1,1,243289.6799143812
869,1,3,2,2,0,0,204556.4221169438
1135,4,1,1,0,0,1,251286.61965089838
1629,2,3,1,0,1,0,306410.23218048457
2193,2,1,3,2,0,1,403583.4854580694
2182,1,2,2,3,0,0,377121.903209592
1156,3,2,3,1,0,1,319815.05131771765
619,1,3,3,3,1,0,169592.7136447274
1330,4,1,3,1,1,1,281486.9469131089
2310,3,1,1,3,1,1,444152.9615402624
1581,2,3,1,0,0,0,292560.6971299768
2474,3,1,2,2,0,1,461760.9225540206
1869,2,2,2,2,0,0,353410.4518745177
1240,3,3,3,0,0,0,267936.2146689242
616,3,3,3,1,1,1,187344.89301750445
2353,3,1,3,1,0,0,408173.2687672625
3338,4,3,2,1,0,1,594853.5799497452
1650,4,1,1,0,0,1,309012.07363310404
2431,1,1,1,1,1,0,393012.37513152254
1512,1,1,3,0,0,1,275615.3513962691
2164,2,1,3,3,0,0,373717.69414663984
1581,4,1,3,3,0,0,343268.02433192707
1133,2,3,3,0,0,1,273897.2479891993
1012,1,2,2,2,0,1,202713.4961958294
3349,2,2,1,3,1,0,564146.5388976956
1619,1,3,3,1,0,0,321408.33614019747
1641,4,3,2,0,0,1,368457.3218606313
1059,3,2,3,1,0,1,276583.27328506345
987,4,2,3,1,0,1,217995.14553527464
1396,2,2,1,2,0,1,296526.0965930305
1712,2,2,3,1,0,0,328568.9332412961
1203,4,2,1,2,0,1,266606.2059907893
1970,4,1,1,3,0,0,380594.2473130112
1080,1,3,1,0,0,0,206380.8505916777
3337,2,1,2,1,0,1,580484.0126421661
3408,2,2,2,0,1,0,609679.2454353961
2794,4,2,1,1,1,1,540325.6855507047
653,3,2,3,0,1,0,149071.7042346944
2179,2,1,1,1,1,1,382256.8546254314
1496,3,1,3,1,0,0,256695.38830384484
3244,4,2,1,1,1,0,558294.3987611332
1743,4,1,3,1,1,1,309500.02257740684
1592,1,1,2,1,0,1,295805.3326927897
1508,2,2,3,1,1,0,313586.1927116035
2641,3,1,1,1,1,0,452497.97786886466
2273,1,3,2,1,0,1,397127.03778899397
1457,2,3,3,1,0,0,309830.6324870734
952,1,3,3,0,0,1,197571.55857257807
1727,4,3,3,2,1,0,357460.7577046535
3459,2,2,3,1,1,1,582801.6759613059
2765,1,2,3,2,0,0,478673.181385227
3021,1,2,2,1,0,1,501503.84860934474
2979,3,3,2,1,1,1,541165.2396307266
2888,1,3,2,0,0,0,505636.17480037466
1050,2,1,2,3,1,1,254765.93209718997
2135,2,1,1,3,0,0,404259.6156979177
1812,3,3,2,0,0,1,360002.73955936584
2257,2,3,3,2,1,1,450501.7820512554
856,4,3,3,3,0,1,252176.92714261828
2570,2,3,2,0,0,0,424016.2860237219
2285,2,1,3,0,0,1,396356.05888057826
3069,1,3,2,3,1,0,540048.0355451867
2281,1,1,3,2,0,1,392933.7434846078
3349,2,3,1,0,0,0,565531.2134276233
3309,3,3,1,1,0,0,570960.3889357134
2989,1,3,2,2,0,0,500623.46472149884
2131,3,1,2,2,0,1,389629.48092305893
3316,2,1,2,3,0,0,547618.9920582994
1515,2,2,3,3,1,1,272865.14546166215
1848,4,3,2,1,1,0,356258.6215937907
1015,1,2,1,0,0,0,196028.28651626158
3339,2,2,3,3,1,0,615687.8262830821
835,4,1,2,3,1,0,169705.93484643468
2282,1,1,3,2,0,1,385892.1673249269
2805,2,2,3,3,1,0,522379.07667989517
996,2,3,2,3,1,0,263963.9092750634
1395,1,1,3,3,1,1,276847.72876847966
2707,1,3,1,3,1,0,471394.35283157864
1351,1,3,1,2,1,0,301044.21499780385
2187,2,2,3,1,1,0,426971.8541199714
2431,2,2,2,1,1,0,456822.36796152033
3237,4,2,3,0,1,1,579188.719950185
2927,3,2,1,3,0,1,543323.8847536736
2068,1,1,3,2,0,0,327298.6253427258
1456,2,1,3,0,1,1,312024.6018331803
3238,2,2,1,0,1,1,551369.3569311622
2136,1,1,3,1,0,0,373978.6838249563
1791,3,2,3,2,1,1,352744.94683845044
1940,1,3,2,2,1,0,336719.47303783696
1691,3,3,2,2,0,1,352804.08295583463
1566,2,3,1,1,0,1,319927.89099182794
784,3,2,1,1,0,1,203653.8476963753
2944,4,3,1,1,1,0,552495.5719164917
511,2,1,2,1,1,1,152013.23390106915
2130,4,3,1,1,0,0,390024.2712761408
3046,1,3,1,3,0,0,541249.5214504007
1253,1,3,1,3,1,1,251237.5530504934
2582,1,1,2,2,0,0,457441.2847213027
3274,3,2,3,0,1,1,582420.3626238765
3396,2,1,1,2,1,0,568385.8156026903
589,1,2,3,0,0,0,163668.53236610204
1275,1,2,1,1,0,1,263279.3725106828
3152,2,3,3,0,1,1,583212.7735790028
2125,1,2,2,2,0,1,367340.8430088866
917,4,1,2,2,0,1,235803.39100877105
614,2,1,1,0,0,0,115804.20780059104
1116,2,2,3,3,0,0,266158.02803455316
1325,2,3,2,1,1,0,257246.7360787547
2149,4,3,1,1,1,1,424476.39876123273
2016,2,1,1,2,1,0,345982.1772098866
912,4,3,2,3,1,1,276198.7130489605
1228,2,2,2,0,0,0,266503.3354817803
3308,3,2,1,1,0,1,572179.9302758387
1175,1,1,3,3,1,0,250572.18287875768
2392,3,2,3,1,1,0,465883.5424496227
3004,1,1,3,3,0,1,539022.2975989823
3467,4,2,1,3,1,0,617796.2234932432
2739,3,1,2,2,1,1,483856.4935010404
3286,2,3,1,1,0,0,574845.3497288098
1622,1,2,2,0,1,0,266125.45257812657
2071,1,2,3,2,0,1,401843.03079117654
1477,3,1,3,2,0,1,288346.26101116574
1508,4,1,2,0,1,0,299395.44267455104
2643,3,2,2,2,0,0,494771.0264623662
2187,4,1,1,3,1,0,404739.8096722062
3210,4,2,3,3,0,0,597448.1775714961
536,1,3,1,1,1,0,172178.1750814883
2048,3,1,1,1,1,0,374400.6618009501
2826,3,2,1,0,1,1,507128.96311649424
2764,4,3,3,1,0,1,522211.2825211256
3414,3,3,1,3,0,1,608411.9599412744
1372,2,2,1,0,1,0,245471.90440099937
2321,2,1,1,0,0,0,382275.2382688385
1796,3,2,1,1,1,0,320635.8878603496
2609,3,3,1,3,1,1,477374.65550945204
1095,4,2,1,0,0,1,201191.01958655674
2403,2,1,3,3,1,0,446728.56307009776
1228,2,3,1,3,0,0,297032.0433075483
1865,1,2,2,3,1,1,350627.8852971886
896,4,1,1,1,0,1,223702.6718114476
1198,1,3,1,2,1,1,281213.8563203383
2724,2,1,3,2,1,0,460617.2553130346
2135,4,3,3,0,0,0,400574.12164618354
895,3,2,2,3,1,0,249065.96176704415
2992,4,1,2,1,1,1,534953.1727401629
575,3,3,3,3,0,1,170434.22267698814
764,3,1,3,3,1,0,192862.80826142785
3002,4,1,1,1,0,0,523693.2048962413
2319,3,2,3,2,1,1,434971.2665179033
1217,1,1,2,3,0,0,180059.26269131212
3282,2,3,1,3,1,1,579859.7364558433
1350,3,3,2,2,1,1,304680.1361228961
1890,1,3,1,1,1,0,352684.52868288656
643,3,3,3,0,0,1,216627.66746579058
1384,2,2,2,2,0,0,278670.4559579809
895,1,1,1,0,0,1,174108.74708851415
3495,2,2,1,0,0,1,602360.7394729884
3438,2,1,3,2,1,0,591906.8803167152
1992,1,1,3,3,1,1,417530.41490580206
1667,1,1,3,0,0,0,270775.83412042
3116,1,2,2,0,0,0,498717.04573784315
1562,4,1,1,1,0,1,316579.1681654163
2656,1,2,3,3,1,0,506486.2706587728
1565,1,3,2,0,0,0,292734.1000626275
1709,1,3,2,1,0,0,303137.5765842119
3482,1,1,2,3,1,0,620519.7917045071
2945,3,2,3,2,1,0,523902.6221039138
1133,4,3,3,2,0,0,286731.0890226596
1656,2,2,1,1,1,1,346683.0362269557
1738,1,2,1,2,0,0,303867.89553157956
1232,3,1,3,0,1,1,253357.4432548657
734,3,3,2,3,0,1,201026.2451594067
3205,3,1,2,0,0,0,556781.0251314953
